time,open,high,low,close,EMA,Volume
2010-01-04,4343.094271215783,4372.293939074472,4334.944379805449,4367.64404296875,0,5479700
2010-01-05,4406.494153296027,4422.894033879792,4396.694361611263,4416.0439453125,0,7294800
2010-01-06,4430.043935508694,4438.6440217710515,4405.54396796767,4422.64404296875,0,6793600
2010-01-07,4430.9941147914515,4434.994109478693,4398.994157293521,4411.5439453125,0,6641800
2010-01-08,4415.494127057985,4436.144001935835,4397.694346045543,4405.2939453125,0,6600900
2010-01-11,4439.7939356628,4452.043919469378,4423.394054998278,4432.494140625,0,6661700
2010-01-12,4442.194268560761,4449.844160698066,4384.9941495643525,4391.6943359375,0,6319800
2010-01-13,4364.3443062885335,4418.894038590003,4361.8941142273725,4415.59423828125,0,6627400
2010-01-14,4440.444349103303,4462.194320467682,4439.144057846493,4450.4443359375,0,6249600
2010-01-15,4468.293945115924,4482.5439264289735,4453.944354558497,4468.14404296875,0,6081700
2010-01-18,4462.293993884906,4508.194324738461,4461.844287439264,4499.59423828125,0,5535900
2010-01-19,4506.643994001744,4524.293873205987,4463.744147900947,4469.2939453125,0,6602200
2010-01-20,4499.944275023242,4502.393978831573,4439.444354619123,4453.64404296875,0,5920600
2010-01-21,4436.8939166279,4445.393905160752,4336.543954351574,4343.244140625,0,6558800
2010-01-22,4254.54402170246,4331.694307461005,4209.094376448598,4310.744140625,0,7673000
2010-01-25,4283.544427316981,4306.1947895077265,4268.594739052903,4278.54443359375,0,5008000
2010-01-27,4239.8445776871895,4260.044258419925,4109.34474758847,4125.49462890625,0,6961500
2010-01-28,4173.194777874557,4197.1444538155065,4113.394562535531,4137.49462890625,0,7856400
2010-01-29,4095.8946089850565,4163.894521104883,4047.0948673642515,4156.04443359375,0,7468600
2010-02-01,4130.444908503582,4211.494609450616,4126.994717607193,4196.29443359375,0,5805600
2010-02-02,4238.444694167486,4242.744493274208,4129.19483596462,4138.24462890625,0,6187800
2010-02-03,4173.294483070259,4223.8447115793915,4171.394583149186,4212.0947265625,0,5001500
2010-02-04,4206.544346859083,4208.344637492026,4131.694834598427,4139.69482421875,0,4756300
2010-02-05,4029.644523240714,4055.5946839127914,4004.944605040334,4023.64453125,0,5724500
2010-02-08,4066.644532108554,4096.494590346106,4009.5447539964307,4067.294677734375,0,5198100
2010-02-09,4069.444625295365,4110.394522874153,4056.694641981877,4103.99462890625,0,4555000
2010-02-10,4129.794367635221,4136.844651321968,4072.194589952185,4079.694580078125,0,4960600
2010-02-11,4109.344745123487,4135.694808458066,4108.444843951882,4123.5947265625,0,3915400
2010-02-15,4136.394478538613,4137.1444775551845,4092.394536233089,4096.19482421875,0,3451900
2010-02-16,4111.794463277041,4147.094710389144,4086.844788656568,4134.64453125,0,3678700
2010-02-17,4173.7446260733805,4191.044408486456,4154.294455804049,4171.54443359375,0,4567900
2010-02-18,4163.894507865847,4174.644493938846,4137.894541549756,4145.8447265625,0,4591700
2010-02-19,4105.644527388359,4127.744596112031,4077.594759422561,4102.69482421875,0,4912600
2010-02-22,4151.194749507915,4151.644455949211,4086.344736926087,4094.24462890625,0,3863900
2010-02-23,4079.094740483523,4109.194798608646,4077.8945467472663,4089.694580078125,0,3539700
2010-02-24,4072.9445902130697,4093.3945144680056,4068.644547044819,4080.64453125,0,3740300
2010-02-25,4094.8446968868566,4094.8446968868566,4066.594734146275,4072.3447265625,0,4860100
2010-02-26,4088.094777897574,4170.944767742734,4081.1445916292173,4127.54443359375,0,7388900
2010-03-02,4170.344754684042,4198.344718810981,4158.644574361607,4192.29443359375,0,5326600
2010-03-03,4210.59477616788,4252.644527711519,4209.544484526524,4249.8447265625,0,5002600
2010-03-04,4247.9946469891665,4266.244623991886,4237.744659905447,4262.3447265625,0,5525000
2010-03-05,4283.294417179787,4293.694794723241,4257.894546783876,4270.24462890625,0,5591100
2010-03-08,4308.694307308254,4308.694307308254,4275.19435308729,4287.744140625,0,5196600
2010-03-09,4280.644495568173,4280.644495568173,4247.844732309238,4252.39453125,0,4176200
2010-03-10,4248.644537752565,4276.644502398145,4237.794453796276,4253.79443359375,0,4241000
2010-03-11,4248.844731614259,4260.344717090452,4234.694847140985,4252.8447265625,0,4088800
2010-03-12,4262.044422607835,4272.644506878373,4244.144542867927,4253.3447265625,0,4286300
2010-03-15,4237.444819079972,4245.394516025092,4221.044449262842,4233.39453125,0,3836800
2010-03-16,4234.644580264931,4277.34472191212,4232.794484933871,4273.64453125,0,3940200
2010-03-17,4298.2441487250935,4324.494112990558,4294.394056310042,4304.1943359375,0,4714800
2010-03-18,4312.344230458047,4318.194320154906,4294.844254267795,4306.59423828125,0,4499100
2010-03-19,4316.244151126886,4327.144038700374,4308.694356669992,4323.994140625,0,4399900
2010-03-22,4273.344733340971,4317.2445805773905,4273.344733340971,4278.74462890625,0,4147800
2010-03-23,4300.494122584532,4305.344213612241,4268.19436204059,4287.2939453125,0,4209000
2010-03-25,4274.494166826444,4299.894034508353,4268.244175355473,4293.6943359375,0,5796100
2010-03-26,4305.3940532262295,4324.144027753345,4305.3940532262295,4312.9443359375,0,4297400
2010-03-29,4314.293954330686,4337.444313562864,4314.293954330686,4320.9443359375,0,4156900
2010-03-30,4341.394004660151,4348.043897970174,4307.894050169066,4313.1943359375,0,4183500
2010-03-31,4328.194315628267,4340.89400540748,4304.293957470977,4313.244140625,0,4055800
2010-04-01,4337.194346725266,4348.344234033699,4329.994161122017,4345.1943359375,0,3990700
2010-04-05,4372.344280258166,4406.494137165578,4364.194388757835,4403.89404296875,0,4182800
2010-04-06,4417.0439363446785,4419.043933687546,4396.944353673339,4410.2939453125,0,4850100
2010-04-07,4424.094239406922,4446.344209944196,4402.793974643327,4424.9443359375,0,5343300
2010-04-08,4419.744089743364,4429.944271415778,4370.043960891842,4381.6943359375,0,5146500
2010-04-09,4397.844254490286,4420.744126408276,4397.844254490286,4410.0439453125,0,4989200
2010-04-12,4426.094196416323,4426.094196416323,4386.144054368702,4394.6943359375,0,4176600
2010-04-13,4396.9941223787055,4396.9941223787055,4372.79395941544,4383.34423828125,0,4245700
2010-04-15,4418.143964004147,4418.143964004147,4354.5439518314115,4359.39404296875,0,6384500
2010-04-16,4345.543940859787,4356.94431610125,4329.994157154989,4342.244140625,0,4262900
2010-04-19,4283.894051573426,4299.244128265157,4261.64408196154,4290.1943359375,0,4161100
2010-04-20,4309.994153850049,4341.1440139415945,4308.094254083356,4319.744140625,0,4609600
2010-04-21,4339.994146559233,4356.94431901068,4334.344251835613,4344.39404296875,0,4984600
2010-04-22,4336.994166985997,4394.094187845921,4331.793978667459,4356.59423828125,0,4730700
2010-04-23,4359.994152695124,4381.394026338931,4355.543963350893,4368.994140625,0,4384400
2010-04-26,4383.89404283496,4396.394026127494,4378.894049517946,4383.7939453125,0,3703100
2010-04-27,4382.293939959394,4396.34421412497,4374.293950665606,4378.2939453125,0,4841700
2010-04-28,4323.543933838837,4350.2938975156285,4302.09425593365,4315.09423828125,0,5505200
2010-04-29,4329.494152443021,4344.344230042269,4327.894056947913,4338.244140625,0,5310200
2010-04-30,4365.144046926146,4374.793936325505,4360.043956111173,4368.09423828125,0,5639200
2010-05-03,4346.244133876512,4358.444312722437,4331.293958742255,4341.244140625,0,4329000
2010-05-04,4359.044331642716,4360.444720509443,4270.644540290271,4277.8447265625,0,5036900
2010-05-05,4216.394600534277,4280.644519744678,4199.544524065773,4271.49462890625,0,6230400
2010-05-06,4266.694811663765,4275.744604932377,4213.094781639194,4256.74462890625,0,5460200
2010-05-07,4192.09471391242,4216.694779975764,4159.394560595452,4182.24462890625,0,7680900
2010-05-10,4229.244235155363,4306.344227717309,4229.244235155363,4298.59423828125,0,5276100
2010-05-11,4298.094665774233,4301.694758880728,4244.094734018719,4249.99462890625,0,4833200
2010-05-12,4254.09473890699,4272.994617443158,4219.844782050583,4263.89453125,0,4959500
2010-05-13,4287.594242378143,4311.894013881084,4281.594250571926,4290.59423828125,0,4771100
2010-05-14,4282.044376037157,4302.494545423532,4223.044450835533,4236.64453125,0,4274500
2010-05-17,4192.09475352461,4220.794423969182,4145.994714637231,4213.24462890625,0,4272700
2010-05-18,4208.944834979923,4246.244592164044,4198.344750823488,4217.39453125,0,3800100
2010-05-19,4179.194728997338,4189.444715590531,4099.044443207539,4106.39453125,0,5057200
2010-05-20,4144.04441982039,4163.844687060216,4117.644551781239,4133.44482421875,0,4417700
2010-05-21,4052.294742293371,4107.394523655087,4044.644605826953,4101.5947265625,0,5253900
2010-05-24,4159.944759999774,4177.094639935784,4098.744644650298,4110.79443359375,0,4742400
2010-05-25,4066.3946927577545,4070.6947360769586,3986.9448433715775,4001.894775390625,0,4581800
2010-05-26,4050.244655692179,4072.6945772413274,4036.744673505439,4070.544677734375,0,4848900
2010-05-27,4064.5948061702948,4130.09472089934,4058.7947648929435,4125.74462890625,0,5719700
2010-05-28,4171.5947460616535,4191.194818573648,4154.694865398175,4186.79443359375,0,4895100
2010-05-31,4188.894579158787,4232.394523879704,4179.644590913535,4226.5947265625,0,5120200
2010-06-01,4221.69473023646,4226.144431507474,4142.694832503553,4149.0947265625,0,5393600
2010-06-02,4163.744662237222,4196.744619932527,4152.244676979766,4189.74462890625,0,5042500
2010-06-03,4240.144547667061,4262.344714944026,4239.994645512615,4253.14453125,0,4918800
2010-06-04,4259.744633567755,4270.744619709958,4243.9946534096025,4263.44482421875,0,4470900
2010-06-07,4165.444855688751,4199.04442199295,4164.494661594291,4189.99462890625,0,4173500
2010-06-08,4188.3944841625025,4216.494545468016,4136.944843687419,4151.99462890625,0,4443800
2010-06-09,4154.544456059387,4205.594683305244,4154.544456059387,4171.99462890625,0,4469900
2010-06-10,4191.744676153375,4232.344722244361,4183.644588784875,4228.94482421875,0,4564500
2010-06-11,4268.544406657909,4268.544406657909,4236.59474003042,4247.24462890625,0,4486500
2010-06-14,4268.644084402191,4300.944333347369,4260.793997445205,4299.0439453125,0,4885900
2010-06-15,4306.944346597045,4320.894034684991,4288.444371719517,4314.7939453125,0,6765200
2010-06-16,4330.594223836229,4337.3940193007975,4309.4941547991475,4319.9443359375,0,6016900
2010-06-17,4326.543969252815,4351.244131250923,4305.394095434999,4344.2939453125,0,5253400
2010-06-18,4351.194305412827,4364.744091758953,4317.744155379396,4328.64404296875,0,5464800
2010-06-21,4374.844256772583,4396.744129877667,4372.293967208741,4388.6943359375,0,4917300
2010-06-22,4370.844235397764,4391.29391500152,4364.844243445066,4368.6943359375,0,5298900
2010-06-23,4355.0942712587075,4385.694327977131,4355.0942712587075,4379.744140625,0,4736200
2010-06-24,4382.894028830984,4399.644006384353,4355.0942613979305,4372.34423828125,0,6271800
2010-06-25,4363.444339158391,4387.5942090907365,4353.19435291484,4365.84423828125,0,5167500
2010-06-28,4387.644098000769,4432.4443317040195,4383.094299332124,4429.244140625,0,4956500
2010-06-29,4416.043902140177,4425.194280534651,4367.944357055716,4383.744140625,0,4853000
2010-06-30,4352.194426730173,4424.293940541433,4352.194426730173,4420.6943359375,0,5543500
2010-07-01,4391.944328456777,4402.594216574172,4373.744157456465,4386.34423828125,0,4588000
2010-07-02,4392.144030133626,4414.844195096452,4374.394053864995,4382.5439453125,0,5113000
2010-07-05,4380.9941388187535,4394.793925043994,4372.394052668263,4379.64404296875,0,3645200
2010-07-06,4382.144084853107,4419.3442307807645,4382.144084853107,4413.6943359375,0,3932600
2010-07-07,4417.04390369756,4417.04390369756,4379.644051318483,4385.89404296875,0,4078300
2010-07-08,4423.144044558225,4445.494112615189,4420.594243247551,4424.34423828125,0,4107600
2010-07-09,4448.944352484628,4469.244130512297,4448.944352484628,4461.5439453125,0,5565800
2010-07-12,4470.494146124926,4494.444310075956,4461.744157582572,4474.6943359375,0,4617000
2010-07-13,4470.144070626335,4492.694334176174,4463.394079432323,4491.34423828125,0,5071900
2010-07-14,4528.094174379695,4528.094174379695,4471.394053237582,4479.244140625,0,5391000
2010-07-15,4481.944318235263,4487.793919939807,4458.744153344641,4468.4443359375,0,4240100
2010-07-16,4473.494162221979,4492.793941723836,4470.094264314996,4490.0439453125,0,4415500
2010-07-19,4472.344259949166,4504.944315052884,4472.344259949166,4488.9443359375,0,4186000
2010-07-20,4509.744094794926,4510.494093812853,4465.694347787592,4474.744140625,0,4053200
2010-07-21,4483.344258857799,4505.54393697772,4483.344258857799,4499.14404296875,0,4095200
2010-07-22,4492.6440895472015,4530.744137907797,4484.494197748169,4528.64404296875,0,4453000
2010-07-23,4554.8940019697675,4554.8940019697675,4518.744146454257,4523.244140625,0,5276300
2010-07-26,4534.444287798523,4534.444287798523,4490.84424694479,4497.494140625,0,4272500
2010-07-27,4505.043950315753,4523.144024450687,4494.194355039964,4508.89404296875,0,4106700
2010-07-28,4519.994107512476,4525.543904964986,4487.543954503598,4494.59423828125,0,3813700
2010-07-29,4489.094239977322,4501.194321844553,4481.793956534484,4490.39404296875,0,5369800
2010-07-30,4476.594236382489,4500.994106779113,4470.44434209089,4475.14404296875,0,4434600
2010-08-02,4501.793973421173,4526.394039212451,4501.793973421173,4523.494140625,0,3865800
2010-08-03,4540.194330318079,4542.194327734494,4525.894055822333,4535.84423828125,0,4294500
2010-08-04,4543.594248901073,4557.444328728767,4527.944366702681,4551.84423828125,0,4486000
2010-08-05,4562.694310788308,4571.144006921953,4540.3442419570265,4543.1943359375,0,4787800
2010-08-06,4542.594234731952,4564.694303864626,4531.043956670632,4539.84423828125,0,4754500
2010-08-09,4549.793983503829,4583.2441360189005,4546.394085510041,4579.64404296875,0,4453500
2010-08-10,4580.944306047322,4584.994105528397,4549.494151167163,4557.6943359375,0,5228700
2010-08-11,4562.994104967875,4570.54389990163,4531.194341363187,4535.39404296875,0,5460000
2010-08-12,4502.99419438808,4550.19432884648,4502.99419438808,4544.6943359375,0,4805000
2010-08-13,4563.293962085157,4591.344219139828,4563.293962085157,4576.39404296875,0,5182400
2010-08-16,4585.6942957338615,4593.344188235887,4535.59426253221,4554.4443359375,0,5038800
2010-08-17,4555.994143838434,4577.543920826386,4552.394050809654,4558.494140625,0,5042000
2010-08-18,4577.494169981806,4604.144038383576,4570.444374273114,4600.5439453125,0,5397100
2010-08-19,4617.2939637188865,4634.59423480245,4611.2441666845,4631.84423828125,0,5583200
2010-08-20,4619.29395828538,4643.543927593444,4618.9443493528615,4629.5439453125,0,4969000
2010-08-23,4641.693866811774,4661.643546643565,4630.543491389232,4655.74365234375,0,4830500
2010-08-24,4663.694286717031,4665.094187287198,4616.043956461881,4624.84423828125,0,4717200
2010-08-25,4617.793899532386,4625.7440846783265,4576.444343034485,4581.994140625,0,4534200
2010-08-26,4597.344232412501,4606.844220292515,4580.444351629442,4592.744140625,0,5295800
2010-08-27,4589.643993077348,4613.694255080862,4539.944350035468,4550.89404296875,0,4379800
2010-08-30,4598.143990836815,4598.143990836815,4539.194359592916,4557.59423828125,0,3445000
2010-08-31,4542.3940363182,4545.994129325308,4497.793996258225,4537.244140625,0,4286900
2010-09-01,4561.594291548996,4607.4443308462105,4559.894098400543,4603.4443359375,0,3972400
2010-09-02,4631.144017299928,4631.144017299928,4607.6943400674445,4610.9443359375,0,4970200
2010-09-03,4624.344237393919,4633.944322884332,4615.844248165645,4623.64404296875,0,4697800
2010-09-06,4655.093802335517,4699.493644635096,4651.443904927709,4693.79345703125,0,4997600
2010-09-07,4702.143568158328,4724.493635707146,4700.393570515723,4712.1435546875,0,5439400
2010-09-08,4689.54349898393,4732.493636544362,4689.54349898393,4720.74365234375,0,5202200
2010-09-09,4740.243652477788,4750.693833796754,4723.743674572427,4740.34375,0,5224300
2010-09-13,4765.843812510422,4822.543444766779,4765.843812510422,4813.24365234375,0,5084200
2010-09-14,4823.593756506931,4858.993612313641,4807.543484638044,4828.54345703125,0,5961300
2010-09-15,4840.1435823040465,4881.743625640848,4840.1435823040465,4861.29345703125,0,5408400
2010-09-16,4860.543409135958,4883.74357392145,4815.493663725363,4824.1435546875,0,5538100
2010-09-17,4846.493691394235,4882.193840236404,4846.493691394235,4876.49365234375,0,6525100
2010-09-20,4894.843795257505,4933.243648159189,4888.0938039485145,4929.99365234375,0,6358300
2010-09-21,4947.24362489649,4963.843701161594,4896.843787498839,4925.94384765625,0,6092900
2010-09-22,4945.593702804089,4948.543406021254,4878.843789114419,4909.09375,0,5423000
2010-09-23,4921.093711653237,4921.093711653237,4871.79348266039,4891.54345703125,0,5016600
2010-09-24,4890.44390393892,4938.39354928474,4890.44390393892,4934.19384765625,0,5564600
2010-09-27,4969.293443077387,4981.693817827625,4948.893566849232,4958.3935546875,0,5242900
2010-09-28,4961.493651255963,4978.243629822635,4934.99368516541,4960.6435546875,0,4792900
