date,close,ret_21d,vol_ratio,regime,regime_actual,prob_bear,prob_sideways,prob_bull,confidence,close_fut,fwd_ret_21d,y_true,pos,daily_ret,strategy_ret,expected_signal,strategy_ret_prob,conf_bucket
2019-04-04,9630.7,0.050022350876045,1.025779172551151,bear,bear,0.613741815090179,0.25573900341987604,0.13051918148994401,0.613741815090179,11679.55,-0.02951740435205119,0,-1,-0.0042712271892171305,0.0042712271892171305,-0.483222633600235,,"(0.574, 0.716]"
2019-04-05,9695.35,0.050895315311409006,0.9712654624885261,sideways,bear,0.49563753604888905,0.241667181253433,0.262695342302322,0.49563753604888905,11760.75,-0.038564717386221026,0,0,0.006952322649417253,-0.006952322649417253,-0.23294219374656705,-0.003359519660289968,"(0.344, 0.574]"
2019-04-08,9631.45,0.044580495423192,0.972522324780394,bear,bear,0.5995385646820061,0.24164748191833402,0.158813998103141,0.5995385646820061,11674.9,-0.04225732126185233,0,-1,-0.007299704525646766,-0.0,-0.44072456657886505,0.0017004091859059013,"(0.574, 0.716]"
2019-04-09,9680.5,0.05093743554112801,1.002066649203555,bear,bear,0.5930716395378111,0.231402203440666,0.17552612721920002,0.5930716395378111,11742.3,-0.04263645112116021,0,-1,0.00577306872007477,-0.00577306872007477,-0.41754551231861103,-0.002544333209484956,"(0.574, 0.716]"
2019-04-10,9620.1,0.028821679892199,0.9976528765162981,bear,bear,0.6836495995521541,0.077328361570835,0.23902203142642903,0.6836495995521541,11652.9,-0.04080100232560124,0,-1,-0.007613499910579691,0.007613499910579691,-0.44462756812572507,0.003178982720700696,"(0.574, 0.716]"
2019-04-11,9637.3,0.022026385000424,0.9273138045294451,bear,bear,0.6765508651733391,0.055273551493883,0.26817563176155,0.6765508651733391,11668.9,-0.0328779919272596,0,-1,0.0013730487689760373,-0.0013730487689760373,-0.40837523341178905,-0.000610495335067836,"(0.574, 0.716]"
2019-04-12,9667.05,0.022887072454567003,0.896548300314813,bear,bear,0.6625460386276241,0.043514914810657,0.29393905401229803,0.6625460386276241,11703.85,-0.02375713974461402,0,-1,0.0029951409301649523,-0.0029951409301649523,-0.36860698461532604,-0.0012231413764573153,"(0.574, 0.716]"
2019-04-15,9715.75,0.028154332941786,0.899790882878278,sideways,sideways,0.486953169107437,0.19992162287235202,0.313125133514404,0.486953169107437,11727.75,0.011229775532391129,1,0,0.0020420630818063223,-0.0020420630818063223,-0.173828035593033,-0.0007527187149789083,"(0.344, 0.574]"
2019-04-16,9786.05,0.030408802548105,0.9091943845993341,bear,sideways,0.5037411451339721,0.179851800203323,0.316407084465026,0.5037411451339721,11824.45,-0.009243558897031212,1,-1,0.008245400865468655,0.0,-0.18733406066894603,-0.0014332818351215106,"(0.344, 0.574]"
2019-04-18,9733.1,0.021531389228532,0.9327345403770281,bear,sideways,0.536514520645141,0.16633778810501101,0.297147721052169,0.536514520645141,11771.1,0.0008962628811239881,1,-1,-0.0045118377598958315,0.0045118377598958315,-0.23936679959297202,0.0008452208886407672,"(0.344, 0.574]"
