time,open,high,low,close
2016-06-20 09:15:00+05:30,17425.8,17617.9,17425.8,17580.15
2016-06-20 09:30:00+05:30,17580.6,17649.55,17580.6,17616.35
2016-06-20 09:45:00+05:30,17617.45,17697.75,17600.5,17682.4
2016-06-20 10:00:00+05:30,17682.15,17706.55,17639.9,17641.45
2016-06-20 10:15:00+05:30,17643.5,17656.15,17633.5,17649.95
2016-06-20 10:30:00+05:30,17650.0,17654.85,17600.6,17603.45
2016-06-20 10:45:00+05:30,17603.85,17630.5,17598.15,17627.25
2016-06-20 11:00:00+05:30,17626.35,17641.0,17615.0,17636.8
2016-06-20 11:15:00+05:30,17636.05,17639.5,17609.95,17620.5
2016-06-20 11:30:00+05:30,17620.65,17657.8,17618.05,17650.5
2016-06-20 11:45:00+05:30,17652.6,17668.65,17641.9,17648.05
2016-06-20 12:00:00+05:30,17648.75,17682.85,17645.05,17675.75
2016-06-20 12:15:00+05:30,17675.2,17689.5,17663.95,17686.9
2016-06-20 12:30:00+05:30,17687.95,17739.7,17685.6,17724.6
2016-06-20 12:45:00+05:30,17724.1,17748.65,17704.8,17713.85
2016-06-20 13:00:00+05:30,17714.25,17720.5,17689.0,17703.95
2016-06-20 13:15:00+05:30,17703.4,17709.0,17668.15,17670.2
2016-06-20 13:30:00+05:30,17671.1,17712.2,17667.15,17708.3
2016-06-20 13:45:00+05:30,17708.8,17716.15,17702.15,17711.85
2016-06-20 14:00:00+05:30,17712.05,17743.55,17709.5,17732.6
2016-06-20 14:15:00+05:30,17732.55,17771.3,17730.35,17757.65
2016-06-20 14:30:00+05:30,17762.9,17779.0,17758.2,17765.5
2016-06-20 14:45:00+05:30,17767.3,17774.25,17699.5,17707.0
2016-06-20 15:00:00+05:30,17706.7,17736.1,17702.95,17729.5
2016-06-20 15:15:00+05:30,17730.55,17734.5,17698.75,17718.6
2016-06-21 09:15:00+05:30,17761.65,17763.3,17673.1,17681.35
2016-06-21 09:30:00+05:30,17682.25,17683.6,17617.8,17630.3
2016-06-21 09:45:00+05:30,17629.9,17650.15,17621.35,17635.05
2016-06-21 10:00:00+05:30,17636.65,17689.25,17628.9,17657.3
2016-06-21 10:15:00+05:30,17655.95,17670.8,17647.55,17657.1
2016-06-21 10:30:00+05:30,17656.9,17700.35,17655.4,17683.7
2016-06-21 10:45:00+05:30,17684.25,17695.45,17668.5,17668.65
2016-06-21 11:00:00+05:30,17669.2,17684.7,17665.3,17677.65
2016-06-21 11:15:00+05:30,17678.1,17688.55,17674.05,17683.25
2016-06-21 11:30:00+05:30,17682.75,17695.25,17678.5,17692.6
2016-06-21 11:45:00+05:30,17692.45,17705.7,17686.55,17690.6
2016-06-21 12:00:00+05:30,17691.35,17691.6,17650.25,17654.5
2016-06-21 12:15:00+05:30,17655.3,17660.55,17630.85,17656.7
2016-06-21 12:30:00+05:30,17657.1,17660.4,17626.8,17639.15
2016-06-21 12:45:00+05:30,17639.05,17675.1,17639.05,17660.2
2016-06-21 13:00:00+05:30,17659.9,17687.9,17657.95,17662.4
2016-06-21 13:15:00+05:30,17662.1,17680.4,17653.55,17670.4
2016-06-21 13:30:00+05:30,17670.2,17671.9,17647.15,17654.3
2016-06-21 13:45:00+05:30,17654.5,17679.85,17650.55,17667.2
2016-06-21 14:00:00+05:30,17667.6,17682.1,17662.55,17676.35
2016-06-21 14:15:00+05:30,17674.5,17679.4,17659.9,17670.65
2016-06-21 14:30:00+05:30,17671.45,17689.1,17667.4,17672.45
2016-06-21 14:45:00+05:30,17671.65,17677.0,17648.35,17663.2
2016-06-21 15:00:00+05:30,17663.95,17665.45,17604.35,17621.45
2016-06-21 15:15:00+05:30,17622.9,17629.0,17585.65,17619.1
2016-06-22 09:15:00+05:30,17610.1,17662.45,17596.2,17650.05
2016-06-22 09:30:00+05:30,17650.55,17722.55,17650.15,17722.45
2016-06-22 09:45:00+05:30,17724.95,17755.25,17716.95,17728.15
2016-06-22 10:00:00+05:30,17727.55,17741.05,17710.25,17714.15
2016-06-22 10:15:00+05:30,17717.95,17718.15,17695.25,17707.7
2016-06-22 10:30:00+05:30,17707.2,17709.75,17681.0,17695.6
2016-06-22 10:45:00+05:30,17696.35,17699.1,17677.15,17690.2
2016-06-22 11:00:00+05:30,17688.3,17704.05,17674.05,17699.15
2016-06-22 11:15:00+05:30,17698.4,17704.5,17693.1,17703.3
2016-06-22 11:30:00+05:30,17702.95,17714.75,17692.05,17693.05
2016-06-22 11:45:00+05:30,17693.5,17702.15,17684.15,17694.25
2016-06-22 12:00:00+05:30,17695.05,17701.8,17690.6,17700.65
2016-06-22 12:15:00+05:30,17702.55,17705.95,17688.25,17700.3
2016-06-22 12:30:00+05:30,17699.9,17715.1,17692.65,17697.65
2016-06-22 12:45:00+05:30,17700.3,17701.9,17651.6,17651.6
2016-06-22 13:00:00+05:30,17652.8,17668.6,17642.5,17652.35
2016-06-22 13:15:00+05:30,17652.8,17669.8,17642.3,17659.3
2016-06-22 13:30:00+05:30,17658.65,17669.85,17550.65,17550.65
2016-06-22 13:45:00+05:30,17550.7,17591.25,17518.15,17580.7
2016-06-22 14:00:00+05:30,17581.2,17598.65,17548.1,17558.25
2016-06-22 14:15:00+05:30,17559.6,17598.45,17558.95,17580.95
2016-06-22 14:30:00+05:30,17580.65,17631.15,17578.6,17615.55
2016-06-22 14:45:00+05:30,17615.4,17622.05,17584.15,17611.35
2016-06-22 15:00:00+05:30,17611.2,17628.7,17596.35,17622.2
2016-06-22 15:15:00+05:30,17621.85,17645.25,17610.8,17626.05
2016-06-23 09:15:00+05:30,17630.8,17665.4,17614.2,17643.45
2016-06-23 09:30:00+05:30,17643.0,17657.55,17625.9,17643.95
2016-06-23 09:45:00+05:30,17644.7,17648.05,17639.0,17642.8
2016-06-23 10:00:00+05:30,17643.8,17643.8,17611.0,17621.9
2016-06-23 10:15:00+05:30,17621.25,17640.2,17617.0,17635.0
2016-06-23 10:30:00+05:30,17635.05,17652.75,17630.35,17633.55
2016-06-23 10:45:00+05:30,17633.75,17648.45,17631.95,17639.6
2016-06-23 11:00:00+05:30,17639.25,17678.1,17634.9,17672.2
2016-06-23 11:15:00+05:30,17670.45,17677.55,17651.9,17663.4
2016-06-23 11:30:00+05:30,17663.35,17677.3,17655.7,17661.15
2016-06-23 11:45:00+05:30,17657.9,17669.75,17657.5,17663.85
2016-06-23 12:00:00+05:30,17662.05,17686.35,17657.5,17681.35
2016-06-23 12:15:00+05:30,17681.15,17720.1,17675.4,17711.15
2016-06-23 12:30:00+05:30,17711.2,17757.0,17708.9,17740.9
2016-06-23 12:45:00+05:30,17739.85,17747.65,17727.2,17739.05
2016-06-23 13:00:00+05:30,17740.1,17759.65,17729.45,17754.95
2016-06-23 13:15:00+05:30,17754.45,17758.1,17730.0,17748.35
2016-06-23 13:30:00+05:30,17748.85,17753.9,17737.4,17749.35
2016-06-23 13:45:00+05:30,17749.4,17767.65,17743.3,17749.7
2016-06-23 14:00:00+05:30,17749.6,17759.35,17738.35,17756.9
2016-06-23 14:15:00+05:30,17757.1,17809.45,17754.5,17808.15
2016-06-23 14:30:00+05:30,17807.4,17861.0,17777.85,17854.35
2016-06-23 14:45:00+05:30,17853.4,17890.55,17852.6,17883.85
2016-06-23 15:00:00+05:30,17883.65,17907.5,17875.75,17882.75
2016-06-23 15:15:00+05:30,17882.3,17904.3,17874.25,17892.45
2016-06-24 09:15:00+05:30,17213.85,17272.5,17136.25,17252.05
2016-06-24 09:30:00+05:30,17250.85,17274.95,17180.0,17187.45
2016-06-24 09:45:00+05:30,17188.4,17195.35,17108.1,17125.9
2016-06-24 10:00:00+05:30,17124.35,17125.4,17012.5,17087.85
2016-06-24 10:15:00+05:30,17090.1,17098.85,16965.15,16988.75
2016-06-24 10:30:00+05:30,16988.05,17053.8,16946.35,17026.25
2016-06-24 10:45:00+05:30,17025.0,17080.65,17010.55,17031.65
2016-06-24 11:00:00+05:30,17033.1,17045.95,17014.8,17033.45
2016-06-24 11:15:00+05:30,17034.0,17078.05,17021.9,17033.45
2016-06-24 11:30:00+05:30,17033.65,17048.45,17002.35,17039.05
2016-06-24 11:45:00+05:30,17038.4,17065.55,17012.35,17019.05
2016-06-24 12:00:00+05:30,17019.5,17031.65,16994.35,17004.8
2016-06-24 12:15:00+05:30,17006.0,17020.0,16975.75,16994.8
2016-06-24 12:30:00+05:30,16993.8,17126.6,16977.3,17092.6
2016-06-24 12:45:00+05:30,17095.2,17177.35,17088.8,17164.95
2016-06-24 13:00:00+05:30,17166.7,17232.8,17142.9,17215.8
2016-06-24 13:15:00+05:30,17214.45,17263.05,17179.8,17257.15
2016-06-24 13:30:00+05:30,17256.85,17291.85,17212.1,17280.0
2016-06-24 13:45:00+05:30,17280.1,17371.1,17256.15,17338.45
2016-06-24 14:00:00+05:30,17337.15,17421.5,17299.55,17415.6
2016-06-24 14:15:00+05:30,17416.9,17443.15,17326.45,17331.9
2016-06-24 14:30:00+05:30,17332.0,17406.1,17315.55,17375.0
2016-06-24 14:45:00+05:30,17377.25,17409.55,17367.25,17387.8
2016-06-24 15:00:00+05:30,17384.1,17459.2,17384.1,17421.1
2016-06-24 15:15:00+05:30,17420.95,17443.3,17391.7,17426.05
2016-06-27 09:15:00+05:30,17346.3,17512.4,17346.3,17477.85
2016-06-27 09:30:00+05:30,17477.9,17542.45,17476.9,17521.6
2016-06-27 09:45:00+05:30,17521.2,17521.45,17469.95,17477.4
2016-06-27 10:00:00+05:30,17477.85,17495.6,17450.1,17466.4
2016-06-27 10:15:00+05:30,17465.8,17487.4,17464.8,17469.95
2016-06-27 10:30:00+05:30,17468.15,17481.7,17467.05,17478.9
2016-06-27 10:45:00+05:30,17477.35,17499.0,17471.5,17491.85
2016-06-27 11:00:00+05:30,17494.25,17498.55,17475.5,17478.55
2016-06-27 11:15:00+05:30,17478.65,17489.8,17476.65,17486.2
2016-06-27 11:30:00+05:30,17485.65,17508.8,17474.35,17506.45
2016-06-27 11:45:00+05:30,17508.15,17540.7,17498.2,17534.45
2016-06-27 12:00:00+05:30,17533.3,17563.0,17524.05,17542.8
2016-06-27 12:15:00+05:30,17543.6,17558.6,17526.25,17550.5
2016-06-27 12:30:00+05:30,17549.0,17592.35,17529.45,17582.25
2016-06-27 12:45:00+05:30,17580.55,17611.2,17579.95,17591.7
2016-06-27 13:00:00+05:30,17592.4,17598.25,17551.55,17558.2
2016-06-27 13:15:00+05:30,17557.6,17580.0,17544.55,17547.35
2016-06-27 13:30:00+05:30,17548.05,17564.15,17499.1,17524.15
2016-06-27 13:45:00+05:30,17523.8,17526.2,17455.15,17482.55
2016-06-27 14:00:00+05:30,17482.2,17501.3,17438.4,17495.85
2016-06-27 14:15:00+05:30,17496.0,17536.65,17491.2,17510.05
2016-06-27 14:30:00+05:30,17510.0,17547.15,17506.4,17547.15
2016-06-27 14:45:00+05:30,17548.15,17567.6,17515.9,17524.05
2016-06-27 15:00:00+05:30,17521.65,17527.0,17500.7,17526.7
2016-06-27 15:15:00+05:30,17526.65,17529.25,17497.75,17514.95
2016-06-28 09:15:00+05:30,17497.0,17594.65,17481.5,17554.25
2016-06-28 09:30:00+05:30,17553.6,17576.9,17551.0,17555.8
2016-06-28 09:45:00+05:30,17554.85,17555.25,17505.2,17520.4
