time,open,high,low,close
2016-06-20 09:15:00+05:30,8115.75,8158.65,8107.35,8152.0
2016-06-20 09:30:00+05:30,8152.25,8173.85,8152.25,8162.1
2016-06-20 09:45:00+05:30,8162.15,8193.75,8159.6,8192.3
2016-06-20 10:00:00+05:30,8192.05,8203.85,8184.0,8186.35
2016-06-20 10:15:00+05:30,8187.2,8190.7,8184.55,8190.15
2016-06-20 10:30:00+05:30,8190.0,8191.4,8177.2,8177.7
2016-06-20 10:45:00+05:30,8178.15,8185.25,8176.65,8184.0
2016-06-20 11:00:00+05:30,8184.15,8187.25,8182.55,8186.3
2016-06-20 11:15:00+05:30,8186.2,8188.85,8182.05,8184.6
2016-06-20 11:30:00+05:30,8184.25,8198.9,8183.9,8197.0
2016-06-20 11:45:00+05:30,8197.35,8204.0,8196.35,8197.95
2016-06-20 12:00:00+05:30,8197.65,8205.1,8197.65,8204.45
2016-06-20 12:15:00+05:30,8204.35,8208.5,8202.45,8207.2
2016-06-20 12:30:00+05:30,8207.3,8227.3,8206.85,8225.8
2016-06-20 12:45:00+05:30,8226.35,8229.9,8216.15,8217.8
2016-06-20 13:00:00+05:30,8217.7,8220.4,8212.6,8219.65
2016-06-20 13:15:00+05:30,8219.4,8219.65,8207.9,8208.55
2016-06-20 13:30:00+05:30,8208.35,8219.7,8207.2,8217.75
2016-06-20 13:45:00+05:30,8217.65,8220.6,8214.25,8220.2
2016-06-20 14:00:00+05:30,8220.0,8227.5,8218.7,8224.65
2016-06-20 14:15:00+05:30,8225.65,8237.55,8225.6,8235.65
2016-06-20 14:30:00+05:30,8237.6,8243.0,8234.8,8239.45
2016-06-20 14:45:00+05:30,8239.9,8243.8,8229.05,8231.7
2016-06-20 15:00:00+05:30,8232.4,8242.55,8231.75,8241.75
2016-06-20 15:15:00+05:30,8242.5,8244.15,8233.9,8238.5
2016-06-21 09:15:00+05:30,8255.4,8257.25,8217.8,8222.45
2016-06-21 09:30:00+05:30,8222.6,8223.0,8210.05,8221.8
2016-06-21 09:45:00+05:30,8221.85,8227.2,8210.0,8214.35
2016-06-21 10:00:00+05:30,8214.2,8226.55,8214.05,8217.55
2016-06-21 10:15:00+05:30,8217.55,8223.6,8217.4,8219.35
2016-06-21 10:30:00+05:30,8219.3,8230.85,8219.25,8227.6
2016-06-21 10:45:00+05:30,8227.3,8228.4,8217.35,8217.55
2016-06-21 11:00:00+05:30,8217.55,8220.9,8215.95,8219.15
2016-06-21 11:15:00+05:30,8219.3,8223.45,8218.2,8221.35
2016-06-21 11:30:00+05:30,8221.7,8225.7,8221.35,8223.5
2016-06-21 11:45:00+05:30,8223.45,8228.75,8221.25,8223.3
2016-06-21 12:00:00+05:30,8223.0,8224.75,8215.0,8216.25
2016-06-21 12:15:00+05:30,8216.15,8217.3,8202.15,8212.1
2016-06-21 12:30:00+05:30,8212.35,8213.7,8204.95,8208.25
2016-06-21 12:45:00+05:30,8208.35,8219.6,8207.6,8218.75
2016-06-21 13:00:00+05:30,8218.55,8223.6,8212.65,8213.1
2016-06-21 13:15:00+05:30,8213.25,8222.7,8209.7,8220.8
2016-06-21 13:30:00+05:30,8220.4,8220.95,8211.8,8213.45
2016-06-21 13:45:00+05:30,8213.35,8223.7,8212.85,8221.65
2016-06-21 14:00:00+05:30,8222.0,8228.7,8221.75,8227.4
2016-06-21 14:15:00+05:30,8227.6,8229.1,8221.3,8224.5
2016-06-21 14:30:00+05:30,8225.3,8229.0,8222.1,8223.1
2016-06-21 14:45:00+05:30,8223.95,8224.35,8215.85,8221.65
2016-06-21 15:00:00+05:30,8221.45,8227.0,8215.3,8220.75
2016-06-21 15:15:00+05:30,8221.25,8222.85,8207.45,8219.9
2016-06-22 09:15:00+05:30,8213.65,8225.85,8208.15,8213.9
2016-06-22 09:30:00+05:30,8214.1,8226.5,8213.55,8226.05
2016-06-22 09:45:00+05:30,8226.2,8238.35,8226.2,8230.35
2016-06-22 10:00:00+05:30,8229.75,8235.15,8228.25,8231.4
2016-06-22 10:15:00+05:30,8231.55,8232.1,8220.95,8224.75
2016-06-22 10:30:00+05:30,8225.05,8225.8,8212.95,8220.7
2016-06-22 10:45:00+05:30,8221.1,8223.3,8214.15,8216.35
2016-06-22 11:00:00+05:30,8216.3,8220.25,8207.95,8218.05
